System,Issue URL,Symptom Category,Symptom Sub-Category,Symptom Stage,Root Cause Category,Root Cause Sub-Category,Root Cause Stage,Stage Gap,Fix Cost,Has PR,Fix Pattern,PR URL
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/4160,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.3: Retrieval failure,S3: Retrieval,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.2: Database,S3: Retrieval,0,0 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/4110
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/4141,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.3: Retrieval failure,S3: Retrieval,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.2: Database,S3: Retrieval,0,1.28 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/4144
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/4126,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S1: Indexing,0,1361.68 hours,Yes,FP3: Checking and robustness,https://github.com/infiniflow/ragflow/pull/4955
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/4124,SP-A: Functional Execution Faults,SP-A1: System crash and unavailability,S0: Initialization,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.2: Database,S0: Initialization,0,24.71 hours,No,N/A,N/A
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/4122,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-B: User Misconfigurations,RC-B3: Configuration misunderstanding,S0: Initialization,1,1172.94 hours,No,N/A,N/A
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/4120,SP-A: Functional Execution Faults,SP-A1: System crash and unavailability,S1: Indexing,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.2: Database,S0: Initialization,1,119.05 hours,Yes,FP5: Environment and documentation maintenance,https://github.com/infiniflow/ragflow/pull/4207
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/4109,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.3: Retrieval failure,S3: Retrieval,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.2: Database,S3: Retrieval,0,1.94 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/4110
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/4003,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S1: Indexing,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S1: Indexing,0,16.68 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/4006
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3910,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.3: Retrieval failure,S3: Retrieval,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.2: Database,S3: Retrieval,0,260.15 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/4059
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3905,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A3: Inter-component integration bug,S1: Indexing,0,68.18 hours,Yes,FP3: Checking and robustness,https://github.com/infiniflow/ragflow/pull/3931
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3883,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.3: Retrieval failure,S3: Retrieval,RC-A: Configuration Bugs,RC-A3: Inter-component integration bug,S1: Indexing,2,93.72 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/3936
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3820,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.3: Embedding Model,S0: Initialization,0,78.45 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/3903
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3816,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.3: Retrieval failure,S3: Retrieval,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.3: Embedding Model,S1: Indexing,2,3.85 hours,Yes,FP1: Data interaction and mapping,https://github.com/infiniflow/ragflow/pull/3818
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3814,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,1,12.7 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/3821
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3811,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.3: Retrieval failure,S3: Retrieval,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.2: Database,S0: Initialization,3,357.24 hours,Yes,FP5: Environment and documentation maintenance,https://github.com/infiniflow/infinity/pull/2376
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3799,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S1: Indexing,0,0.67 hours,No,N/A,N/A
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3772,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S0: Initialization,0,35.62 hours,Yes,FP1: Data interaction and mapping,https://github.com/infiniflow/ragflow/pull/3784
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3729,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.2: Database,S1: Indexing,1,27.09 hours,Yes,FP1: Data interaction and mapping,https://github.com/infiniflow/ragflow/pull/3763
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3700,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.7: A4.7,S4: Post-Retrieval Processing,4,176.72 hours,Yes,FP1: Data interaction and mapping,https://github.com/infiniflow/ragflow/pull/3866
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3696,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.3: Retrieval failure,S3: Retrieval,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.2: Database,S2: Query Transformation,1,303.38 hours,Yes,FP3: Checking and robustness,https://github.com/infiniflow/ragflow/pull/3953
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3679,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S0: Initialization,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.2: Database,S1: Indexing,1,25.63 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/3709
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3657,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.3: Embedding Model,S1: Indexing,0,167.42 hours,Yes,FP6: Lifecycle and resource scheduling,https://github.com/infiniflow/ragflow/pull/3825
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3623,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.3: Retrieval failure,S3: Retrieval,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.2: Database,S3: Retrieval,0,3.21 hours,Yes,FP3: Checking and robustness,https://github.com/infiniflow/ragflow/pull/3627
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3596,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.3: Retrieval failure,S3: Retrieval,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.2: Database,S3: Retrieval,0,0 hours,Yes,FP1: Data interaction and mapping,https://github.com/infiniflow/ragflow/pull/3502
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3570,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S0: Initialization,5,8.14 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/3581
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3538,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.3: Retrieval failure,S3: Retrieval,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S3: Retrieval,0,11.9 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/3546
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3384,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,0,17.76 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/3392
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3308,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S5: Generation,0,89.93 hours,No,N/A,N/A
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3299,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S1: Indexing,0,67.09 hours,Yes,FP3: Checking and robustness,https://github.com/infiniflow/ragflow/pull/3328
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3273,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S1: Indexing,0,13.06 hours,Yes,FP3: Checking and robustness,https://github.com/infiniflow/ragflow/pull/3279
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3263,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S5: Generation,5,142.9 hours,Yes,FP1: Data interaction and mapping,https://github.com/infiniflow/ragflow/pull/3351
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3253,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S0: Initialization,0,5.61 hours,Yes,FP1: Data interaction and mapping,https://github.com/infiniflow/ragflow/pull/3262
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3173,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.3: Retrieval failure,S3: Retrieval,RC-A: Configuration Bugs,RC-A5: Resource provisioning and orchestration bug,S0: Initialization,3,21.66 hours,Yes,FP3: Checking and robustness,https://github.com/infiniflow/ragflow/pull/3199
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3153,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.3: Retrieval failure,S3: Retrieval,RC-A: Configuration Bugs,RC-A3: Inter-component integration bug,S3: Retrieval,0,63.72 hours,Yes,FP1: Data interaction and mapping,https://github.com/infiniflow/ragflow/pull/3169
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3151,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.3: Retrieval failure,S3: Retrieval,RC-A: Configuration Bugs,RC-A3: Inter-component integration bug,S3: Retrieval,0,64.4 hours,Yes,FP1: Data interaction and mapping,https://github.com/infiniflow/ragflow/pull/3169
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3024,SP-B: Behavior Faults,SP-B2: Inefficient performance,S3: Retrieval,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S3: Retrieval,0,898.76 hours,No,N/A,N/A
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/2997,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.3: Retrieval failure,S3: Retrieval,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.3: Embedding Model,S1: Indexing,2,846.19 hours,Yes,FP3: Checking and robustness,https://github.com/infiniflow/ragflow/pull/3710
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/2948,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S5: Generation,0,1.02 hours,Yes,FP1: Data interaction and mapping,https://github.com/infiniflow/ragflow/pull/2949
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/2794,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S0: Initialization,0,5.32 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/2802
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/2765,SP-B: Behavior Faults,SP-B1: Low-quality result,S5: Generation,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S5: Generation,0,1254.27 hours,No,N/A,N/A
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/2749,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S0: Initialization,0,65.18 hours,Yes,FP1: Data interaction and mapping,https://github.com/infiniflow/ragflow/pull/2799
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/2739,SP-A: Functional Execution Faults,SP-A1: System crash and unavailability,S0: Initialization,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,0,4.06 hours,Yes,FP1: Data interaction and mapping,https://github.com/infiniflow/ragflow/pull/2740
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/2720,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S5: Generation,0,64.93 hours,Yes,FP1: Data interaction and mapping,https://github.com/infiniflow/ragflow/pull/2738
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/2575,SP-B: Behavior Faults,SP-B1: Low-quality result,S4: Post-Retrieval Processing,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S4: Post-Retrieval Processing,0,27.74 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/2601
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/2552,SP-B: Behavior Faults,SP-B1: Low-quality result,S4: Post-Retrieval Processing,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S4: Post-Retrieval Processing,0,0.21 hours,Yes,FP1: Data interaction and mapping,https://github.com/infiniflow/ragflow/pull/2553
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/2545,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S3: Retrieval,RC-A: Configuration Bugs,RC-A3: Inter-component integration bug,S2: Query Transformation,1,2.24 hours,Yes,FP1: Data interaction and mapping,https://github.com/infiniflow/ragflow/pull/2549
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/2506,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,0,0.73 hours,Yes,FP4: Static definition and prompt tuning,https://github.com/infiniflow/ragflow/pull/2510
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/2463,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.3: Embedding Model,S1: Indexing,0,1825.8 hours,Yes,FP3: Checking and robustness,https://github.com/infiniflow/ragflow/pull/3792
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/2402,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.3: Embedding Model,S1: Indexing,0,40.99 hours,Yes,FP3: Checking and robustness,https://github.com/infiniflow/ragflow/pull/2431
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/2362,SP-B: Behavior Faults,SP-B1: Low-quality result,S3: Retrieval,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S2: Query Transformation,1,222.37 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/2520
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/2359,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,0,16.25 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/2364
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/2270,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S1: Indexing,0,16.76 hours,Yes,FP1: Data interaction and mapping,https://github.com/infiniflow/ragflow/pull/2273
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/2231,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.4: Post-retrieval processing failure,S4: Post-Retrieval Processing,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S4: Post-Retrieval Processing,0,121.01 hours,Yes,FP4: Static definition and prompt tuning,https://github.com/infiniflow/ragflow/pull/2313
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/2198,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S1: Indexing,0,20.53 hours,Yes,FP1: Data interaction and mapping,https://github.com/infiniflow/ragflow/pull/2215
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/2085,SP-A: Functional Execution Faults,SP-A1: System crash and unavailability,S0: Initialization,RC-A: Configuration Bugs,RC-A3: Inter-component integration bug,S1: Indexing,1,27.56 hours,Yes,FP1: Data interaction and mapping,https://github.com/infiniflow/ragflow/pull/2096
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/2053,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-B: User Misconfigurations,RC-B3: Configuration misunderstanding,S1: Indexing,0,1175.93 hours,No,N/A,N/A
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1968,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,0,0 hours,Yes,FP4: Static definition and prompt tuning,https://github.com/infiniflow/ragflow/pull/1956
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1958,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.3: Embedding Model,S1: Indexing,0,20.12 hours,Yes,FP4: Static definition and prompt tuning,https://github.com/infiniflow/ragflow/pull/1972
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1861,SP-B: Behavior Faults,SP-B1: Low-quality result,S1: Indexing,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S1: Indexing,0,4.23 hours,Yes,FP4: Static definition and prompt tuning,https://github.com/infiniflow/ragflow/pull/1869
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1848,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S5: Generation,5,0.98 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/1851
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1835,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S0: Initialization,1,11.02 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/1839
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1800,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A3: Inter-component integration bug,S1: Indexing,0,16.88 hours,Yes,FP1: Data interaction and mapping,https://github.com/infiniflow/ragflow/pull/1806
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1769,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S5: Generation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S5: Generation,0,2877.57 hours,Yes,FP1: Data interaction and mapping,https://github.com/infiniflow/ragflow/pull/3744
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1726,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.4: External Data Source,S0: Initialization,0,60.52 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/1732
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1704,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S1: Indexing,0,91.17 hours,Yes,FP3: Checking and robustness,https://github.com/infiniflow/ragflow/pull/1715
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1627,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S1: Indexing,0,23.21 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/1642
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1522,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.7: A4.7,S4: Post-Retrieval Processing,4,16.03 hours,Yes,FP1: Data interaction and mapping,https://github.com/infiniflow/ragflow/pull/1527
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1475,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S1: Indexing,0,5550.19 hours,Yes,FP3: Checking and robustness,https://github.com/infiniflow/ragflow/pull/5482
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1472,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S5: Generation,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S5: Generation,0,16.26 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/1487
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1436,SP-B: Behavior Faults,SP-B1: Low-quality result,S5: Generation,RC-B: User Misconfigurations,RC-B3: Configuration misunderstanding,S5: Generation,0,3394.71 hours,No,N/A,N/A
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1407,SP-B: Behavior Faults,SP-B1: Low-quality result,S1: Indexing,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S1: Indexing,0,414.73 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/1700
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1403,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S5: Generation,RC-B: User Misconfigurations,RC-B3: Configuration misunderstanding,S5: Generation,0,3435.25 hours,No,N/A,N/A
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1402,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S0: Initialization,0,190.98 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/1512
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1395,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S4: Post-Retrieval Processing,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S4: Post-Retrieval Processing,0,60.64 hours,Yes,FP4: Static definition and prompt tuning,https://github.com/infiniflow/ragflow/pull/1396
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1340,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S5: Generation,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S5: Generation,0,20.45 hours,No,N/A,N/A
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1288,SP-B: Behavior Faults,SP-B2: Inefficient performance,S0: Initialization,RC-A: Configuration Bugs,RC-A5: Resource provisioning and orchestration bug,S1: Indexing,1,3.54 hours,Yes,FP6: Lifecycle and resource scheduling,https://github.com/infiniflow/ragflow/pull/1292
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1250,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-B: User Misconfigurations,RC-B3: Configuration misunderstanding,S1: Indexing,0,3746.7 hours,No,N/A,N/A
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1210,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S1: Indexing,0,699.31 hours,Yes,FP3: Checking and robustness,https://github.com/infiniflow/ragflow/pull/1590
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1159,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A3: Inter-component integration bug,S1: Indexing,0,138.67 hours,Yes,FP1: Data interaction and mapping,https://github.com/infiniflow/ragflow/pull/1214
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/995,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S1: Indexing,1,16.33 hours,No,N/A,N/A
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/994,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A3: Inter-component integration bug,S1: Indexing,0,17.78 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/1004
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/991,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.4: Post-retrieval processing failure,S4: Post-Retrieval Processing,RC-A: Configuration Bugs,RC-A3: Inter-component integration bug,S4: Post-Retrieval Processing,0,27.92 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/1013
